0000000        460.5285526722753       3.0474697055001627
0000020       310.76553350963064          4.4699921797237
0000040       216.49585366824195         3.36894199103437
0000060       167.34754602105633       0.8845662382950152
0000100       135.01756567963682      -0.4762637589249155
0000120       111.52752218953452     -0.23900862155378524
0000140        92.04174897336884       0.2045082897744365
0000160        76.83059030356479        0.667760324807822
0000200        64.49809205611166       0.4547403689779704
0000220        54.16880464994566       0.8085717708034962
0000240         45.5846928992508       1.2974991253289643
0000260       38.528882181988656       1.5858365881218024
0000300        32.67675216702472       1.5327680136752264
0000320       27.578813950406214        0.966503110503336
0000340       23.123968610258014       0.6052121666597537
0000360        19.50169224035555      0.36644828923003003
0000400       16.463699983684233       0.4022790073784955
0000420       13.957711703100673        0.389980729268149
0000440        11.92328368195263       0.2508840386060142
0000460        10.26927654250924        0.236444521010832
0000500        9.129787793473994       0.1851323866897606
0000520        8.255764838494072      0.11670918898020093
0000540        7.646282678882115      0.07196649443889618
0000560        7.367981739436231    -0.027104445576710157
0000600        7.300528244652896     -0.17475850867559292
0000620        7.440427308253676       -0.290310423127831
0000640        7.980281244058802      -0.4436517154210049
0000660         8.76471114779307      -0.6004055205291149
0000700        9.909421611199962      -0.6951835634256192
0000720        11.21588274691774      -0.8450685921481425
0000740        12.72252285942796      -0.9787206814233035
0000760       14.610116505906136      -0.9795686255013437
0001000       16.932718499788894      -1.0252480373737047
0001020       19.957081885591553      -0.9613063424444411
0001040       23.729760979643505      -0.7975413047405713
0001060       28.248753574077867      -0.7222869407025126
0001100        33.58614825952512      -0.4125726127294312
0001120        39.78177525899245       0.3383623476615069
0001140       47.302771487696305       0.6591533947081577
0001160       55.740579515274895        0.507553851581268
0001200        66.14929753690171       0.3076053268224886
0001220        78.65536478577145    -0.039540767415266846
0001240        94.13409002484264     -0.21792735284114628
0001260       113.68638718630588      0.21010335483254794
0001300        137.4136592164613        0.967534523864629
0001320        168.9144972075482       1.3704494692907563
0001340       217.53875998889467       2.0224132873668395
0001360       313.24430709407375       1.7559384160672902
0001400
