0000000        374.6588630644945    2.960594732333751e-17
0000020       231.02636007589288  -1.6283271027835628e-16
0000040       133.08689461530503   2.0724163126336256e-16
0000060        86.27822776353462   2.7755575615628914e-17
0000100       58.330247613535924   -4.810966440042345e-17
0000120       40.302447435381886   2.2204460492503132e-17
0000140       28.115649344315962    6.892634611214514e-17
0000160        19.66396948242055    -9.25185853854297e-18
0000200       13.787466046638912     9.25185853854297e-18
0000220        9.708579297850097                        0
0000240        6.835955619719739    -3.23815048849004e-18
0000260        4.836168777132264    5.551115123125783e-18
0000300        3.431715911832262  -3.0068540250264657e-18
0000320       2.4360931736944798   3.7007434154171884e-18
0000340       1.7279878221614895   1.5034270125132329e-18
0000360       1.2223564265748055  -2.4575249243004767e-19
0000400         0.86582569373114   -3.035766082959412e-19
0000420       0.6143250079848386    9.251858538542971e-19
0000440       0.4395349542058961   1.1564823173178714e-19
0000460      0.31486238202326533  -2.8912057932946783e-19
0000500      0.22821424101137983  -1.4456028966473392e-20
0000520      0.17020861378150018   -3.758567531283082e-19
0000540      0.13299071578333446    5.421010862427522e-20
0000560       0.1112871983921386    2.312964634635743e-19
0000600      0.10370226820886838    5.782411586589357e-20
0000620      0.10887349228029834   2.8912057932946785e-20
0000640      0.12735360005797527    2.168404344971009e-20
0000660      0.16144966291198912   1.7347234759768072e-19
0000700       0.2149094883058977     4.77048955893622e-19
0000720       0.2953319986643674    7.155734338404329e-19
0000740      0.41447752695328294                        0
0000760        0.584123778168395  -3.4694469519536144e-19
0001000        0.828589902819422  -1.4456028966473393e-18
0001020        1.176705003230446    2.168404344971009e-18
0001040       1.6707372369766917   2.0816681711721684e-18
0001060       2.3736934753085035  -2.7755575615628915e-18
0001100       3.3822453462845843                        0
0001120        4.813303889298197   1.0870933782787991e-17
0001140        6.862523356901518   3.7007434154171884e-18
0001160        9.760155237277699    7.864079757761525e-18
0001200       13.875459359703834    -6.47630097698008e-18
0001220        19.75628462683223    1.295260195396016e-17
0001240       28.333772978147177    5.551115123125783e-18
0001260        40.66151703565022   2.7755575615628914e-17
0001300       59.165210505084396   4.4408920985006264e-17
0001320        87.75421521288169   -9.992007221626409e-17
0001340       135.68257670492991   1.1842378929335003e-16
0001360       233.95537358691408    8.696747026230393e-17
0001400
